trial_id,bias,condition,model,provider,temperature,trial_num,prompt,raw_response,parsed_value,parse_success,latency_ms,timestamp
994e78bda334,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,10,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",40,40.0,True,641.1,2026-03-27T19:44:54.279244
15bdb3edc533,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,11,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,882.8,2026-03-27T19:44:57.264270
dad3e25f5709,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,11,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,2039.1,2026-03-27T19:44:57.869574
5b22c540eb9a,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,12,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,978.6,2026-03-27T19:45:00.343231
a776f254ffb9,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,12,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,904.0,2026-03-27T19:45:00.873881
70f9f9c8a350,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,13,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,1066.6,2026-03-27T19:45:03.510958
1708fbae2582,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,13,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",48%,48.0,True,1382.4,2026-03-27T19:45:04.356830
f790ff2805ca,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,14,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,764.8,2026-03-27T19:45:06.375937
550398099874,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,14,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",51,51.0,True,747.3,2026-03-27T19:45:07.205242
e6a5e2b40bfb,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,15,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,753.4,2026-03-27T19:45:09.229994
b4887feed715,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,15,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,1065.4,2026-03-27T19:45:10.370724
220c0fcb6423,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,16,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,657.2,2026-03-27T19:45:11.988178
cef72ed4aa62,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,16,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",55,55.0,True,764.6,2026-03-27T19:45:13.235655
0672ed9fd5e1,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,17,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,724.1,2026-03-27T19:45:14.812811
ca06c5fba9c4,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,17,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",49,49.0,True,579.7,2026-03-27T19:45:15.916058
8a823a37842c,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,18,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,767.0,2026-03-27T19:45:17.680194
f24ea948ff08,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,18,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,670.0,2026-03-27T19:45:18.686803
4ed3db3a68ba,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,19,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,1092.0,2026-03-27T19:45:20.872257
0e917d0c91d0,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,19,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50%,50.0,True,613.1,2026-03-27T19:45:21.400069
39873908c100,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,20,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,787.3,2026-03-27T19:45:23.759680
565b0c5afdd4,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,20,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",56,56.0,True,618.2,2026-03-27T19:45:24.118742
a64310784618,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,21,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,942.5,2026-03-27T19:45:26.802606
0889355ff15a,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,21,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,595.4,2026-03-27T19:45:26.816702
4aba128f5900,framing,gain_frame,gemini-2.5-flash,Google,1.0,1,"Imagine that the U.S. is preparing for an outbreak of an unusual disease, which is expected to kill 600 people. Two prog...",A,A,True,1980.5,2026-03-27T19:45:27.410012
21a3e5082c2c,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,22,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,708.9,2026-03-27T19:45:29.625840
c4c1361e42e7,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,22,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,861.6,2026-03-27T19:45:29.765277
d9e77832bd29,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,23,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",54,54.0,True,1262.4,2026-03-27T19:45:32.988944
b31ba4c3a606,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,23,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,1211.7,2026-03-27T19:45:33.077365
b6509fc33c26,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,24,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,791.9,2026-03-27T19:45:35.970255
4f2e00630ce0,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,24,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",47%,47.0,True,901.4,2026-03-27T19:45:35.990454
51a6a3fddd0a,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,25,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,807.5,2026-03-27T19:45:38.898970
534d0b3502d9,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,25,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,871.6,2026-03-27T19:45:38.942399
f43c5a07b59e,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,26,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",55,55.0,True,717.3,2026-03-27T19:45:41.717300
f644704d8874,framing,gain_frame,gemini-2.5-flash,Google,1.0,2,"Imagine that the U.S. is preparing for an outbreak of an unusual disease, which is expected to kill 600 people. Two prog...",A,A,True,1880.7,2026-03-27T19:45:41.792203
b8d2072ac513,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,26,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,751.6,2026-03-27T19:45:41.794763
8f4e580b4fa9,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,27,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",Around 54%.,54.0,True,1156.3,2026-03-27T19:45:44.974382
ac050a2911de,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,27,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",55,55.0,True,2029.5,2026-03-27T19:45:45.924784
f7fa0dea9fc0,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,28,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",55,55.0,True,680.2,2026-03-27T19:45:47.755458
8e33475a52b1,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,28,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,1821.0,2026-03-27T19:45:49.846496
26aa50abe9bc,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,29,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",48,48.0,True,598.7,2026-03-27T19:45:50.454231
46006cc9ea3b,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,29,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,1145.3,2026-03-27T19:45:53.092332
e3e6278e4aed,anchoring,high_anchor,llama-3.1-8b-instant,Groq,1.0,30,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",55,55.0,True,585.1,2026-03-27T19:45:53.139799
895ad7f24560,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,1,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",50,50.0,True,848.1,2026-03-27T19:45:56.088539
da9b0d8b88dd,anchoring,high_anchor,llama-3.3-70b-versatile,Groq,1.0,30,"Do you think the percentage of African countries in the United Nations is higher or lower than 65%?

Now, what is your b...",50,50.0,True,896.9,2026-03-27T19:45:56.089850
3cf5b6bb2a71,framing,loss_frame,gemini-2.5-flash,Google,1.0,1,"Imagine that the U.S. is preparing for an outbreak of an unusual disease, which is expected to kill 600 people. Two prog...",A,A,True,1939.1,2026-03-27T19:45:56.231765
ca29b744e39c,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,2,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",Around 55%.,55.0,True,788.6,2026-03-27T19:45:58.978664
23dafe8d1701,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,1,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,789.9,2026-03-27T19:45:58.981512
1941033c4f96,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,3,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",53,53.0,True,903.7,2026-03-27T19:46:01.982938
9093f99944e5,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,2,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,1143.7,2026-03-27T19:46:02.225951
ac89192d3a20,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,4,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",5,5.0,True,717.6,2026-03-27T19:46:04.801577
fb79325d1aa6,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,3,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,840.5,2026-03-27T19:46:05.166745
4a595f4987ba,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,5,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...","I think it's higher than 10%. 

25%",10.0,True,647.1,2026-03-27T19:46:07.548882
a3b657287692,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,4,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,794.6,2026-03-27T19:46:08.061961
3b7d36ac5a34,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,6,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",28.,28.0,True,735.7,2026-03-27T19:46:10.385101
93574ea1523a,framing,loss_frame,gemini-2.5-flash,Google,1.0,2,"Imagine that the U.S. is preparing for an outbreak of an unusual disease, which is expected to kill 600 people. Two prog...",A,A,True,1758.7,2026-03-27T19:46:10.490563
f10c192d1267,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,5,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,737.5,2026-03-27T19:46:10.900210
ea022769e05e,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,7,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",53,53.0,True,773.0,2026-03-27T19:46:13.258584
a9bebeedb637,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,6,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,729.6,2026-03-27T19:46:13.731108
a1f416003742,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,8,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",35,35.0,True,699.3,2026-03-27T19:46:16.058048
90f8c3cc0b71,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,7,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,977.0,2026-03-27T19:46:16.808662
65fa3b1bc3c5,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,9,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,656.4,2026-03-27T19:46:18.815344
9447ddfa2136,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,8,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,652.0,2026-03-27T19:46:19.561029
3a0e19f5b8f5,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,10,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,844.8,2026-03-27T19:46:21.760675
ddcfa1723286,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,9,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,635.4,2026-03-27T19:46:22.296509
a050ce73c656,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,11,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,850.4,2026-03-27T19:46:24.711776
08492849e03d,sunk_cost,high_sunk_cost,gemini-2.5-flash,Google,1.0,1,You have bought a $100 ticket for a weekend ski trip to Michigan. Several weeks later you buy a $50 ticket for a weekend...,Wisconsin,Wisconsin,True,1979.1,2026-03-27T19:46:24.969964
1b29f7cf4b32,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,10,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,1076.1,2026-03-27T19:46:25.473178
5b826ea9bf4c,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,12,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",50,50.0,True,859.1,2026-03-27T19:46:27.671013
d118754726d6,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,11,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,1047.2,2026-03-27T19:46:28.621234
be4368ce36d4,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,13,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",27,27.0,True,616.5,2026-03-27T19:46:30.387953
4885a3ae7870,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,12,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,667.1,2026-03-27T19:46:31.389115
af51db5c6d5b,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,14,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,637.5,2026-03-27T19:46:33.125613
36fc4f6a640c,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,13,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,875.7,2026-03-27T19:46:34.365010
8f5aadbc154b,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,15,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,674.8,2026-03-27T19:46:35.901488
66bb7d464c1d,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,14,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,764.8,2026-03-27T19:46:37.230690
b02a01c531f2,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,16,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,682.2,2026-03-27T19:46:38.684180
2dfbff814001,sunk_cost,high_sunk_cost,gemini-2.5-flash,Google,1.0,2,You have bought a $100 ticket for a weekend ski trip to Michigan. Several weeks later you buy a $50 ticket for a weekend...,Wisconsin,Wisconsin,True,2005.7,2026-03-27T19:46:39.475764
b25b3a9e6ab1,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,15,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,618.4,2026-03-27T19:46:39.949745
8ea0d49d4cb3,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,17,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",Around 54%.,54.0,True,595.6,2026-03-27T19:46:41.379905
4176940cdbf1,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,16,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,903.6,2026-03-27T19:46:42.954588
300f1b50bdc8,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,18,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,652.8,2026-03-27T19:46:44.132755
63938577121f,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,17,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,730.0,2026-03-27T19:46:45.785049
38b2373dfd73,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,19,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",50.,50.0,True,611.2,2026-03-27T19:46:46.844417
2699c7c186aa,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,18,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,858.3,2026-03-27T19:46:48.744180
94221a8ba97b,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,20,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,789.0,2026-03-27T19:46:49.733673
80f338275b40,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,19,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,623.7,2026-03-27T19:46:51.468089
cb0c00495ccf,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,21,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",47,47.0,True,1218.8,2026-03-27T19:46:53.052872
f93e3f81f8df,sunk_cost,no_sunk_cost,gemini-2.5-flash,Google,1.0,1,You are planning a weekend ski trip. You can go to Michigan or Wisconsin. You think you will enjoy the Wisconsin trip mo...,Wisconsin,Wisconsin,True,1534.5,2026-03-27T19:46:53.511532
72f5f56e9f0c,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,20,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,792.6,2026-03-27T19:46:54.361185
35d47ce77b87,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,22,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",I'd guess 25%.,25.0,True,671.8,2026-03-27T19:46:55.825274
7f3baf7c2e26,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,21,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,754.7,2026-03-27T19:46:57.216421
b4ca5f17c62f,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,23,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",22,22.0,True,606.5,2026-03-27T19:46:58.532036
e48d2a00f2b3,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,22,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,761.8,2026-03-27T19:47:00.079298
afa03e3b7222,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,24,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",Around 50-60%.,50.0,True,621.5,2026-03-27T19:47:01.253752
0464f468e996,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,23,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,729.7,2026-03-27T19:47:02.910062
1390265d9c53,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,25,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",50,50.0,True,937.0,2026-03-27T19:47:04.291319
aeccd3ed5a67,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,24,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,641.0,2026-03-27T19:47:05.651495
48f19842faa6,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,26,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",50,50.0,True,666.4,2026-03-27T19:47:07.059001
7511ada37773,sunk_cost,no_sunk_cost,gemini-2.5-flash,Google,1.0,2,You are planning a weekend ski trip. You can go to Michigan or Wisconsin. You think you will enjoy the Wisconsin trip mo...,Wisconsin,Wisconsin,True,2021.9,2026-03-27T19:47:08.034169
502712c41e88,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,25,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,858.9,2026-03-27T19:47:08.610659
58bf870839c0,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,27,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",23,23.0,True,635.9,2026-03-27T19:47:09.795311
a83febc0d520,anchoring,low_anchor,llama-3.3-70b-versatile,Groq,1.0,26,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",20,20.0,True,771.9,2026-03-27T19:47:11.483475
a31ca8b5b6a8,anchoring,low_anchor,llama-3.1-8b-instant,Groq,1.0,28,"Do you think the percentage of African countries in the United Nations is higher or lower than 10%?

Now, what is your b...",25,25.0,True,813.9,2026-03-27T19:47:12.713894
